ID	Symbols	Sites	Feature	Effect	HRD3Avs2A_2A	HRD3Avs2A_3A
ZRANB2-R	ZRANB2		R		-0.302731797971464	0.302731797971455
PKIG-R	PKIG		R		-0.9184378034226908	0.918437803422692
TIMELESS-P-S1149	TIMELESS	S1149	P		-0.6732115517862589	0.6732115517862589
MAP2-P-T1619	MAP2	T1619	P		-0.986265419365365	0.986265419365365
LSP1-P-S130	LSP1	S130	P		-0.722002598272244	0.722002598272243
SPDL1-R	SPDL1		R		-0.239170689666009	0.239170689666011
ARHGAP23-P-S598	ARHGAP23	S598	P		0.315696079909503	-0.315696079909504
NHLRC2-G	NHLRC2		G		-0.484857752773424	0.484857752773423
WDR91-R	WDR91		R		0.644546195548481	-0.6445461955484829
LARP1-P-T377	LARP1	T377	P		0.9977507503768608	-0.9977507503768608
SLC15A4-P-S298	SLC15A4	S298	P		0.622782196891047	-0.622782196891048
NUP153-P-T730	NUP153	T730	P		-0.473159163172458	0.473159163172457
PPP1R12A-P-S299	PPP1R12A	S299	P		0.834533509714687	-0.834533509714686
AKAP10-P-S173	AKAP10	S173	P		-0.907431585420211	0.907431585420211
PNKP-P-S114-T118	PNKP	S114|T118	P		0.8528009626284079	-0.852800962628407
MIEF2-R	MIEF2		R		-0.421664137700234	0.4216641377002279
FGD3-P-S446	FGD3	S446	P		-0.161985442327483	0.161985442327483
RTN3-P-S316	RTN3	S316	P		0.994655589506771	-0.994655589506771
NBPF9-R	NBPF9		R		0.456278465108973	-0.456278465108974
SELENBP1-P-S53	SELENBP1	S53	P		-0.643382791239221	0.643382791239221
MIA2-P-T1191	MIA2	T1191	P		0.994117755990826	-0.9941177559908272
CNOT2-P-T93	CNOT2	T93	P		-0.57036469727824	0.570364697278239
AHCYL1-R	AHCYL1		R		-0.87664253015723	0.8766425301572249
PPP4C-G	PPP4C		G		-0.593080846468704	0.593080846468703
FLG-P-S860	FLG	S860	P		0.690431807665043	-0.690431807665043
DENND5A-P-S193	DENND5A	S193	P		0.0530093325576865	-0.0530093325576865
PLCG2-G	PLCG2		G		-0.8979251728439921	0.8979251728439909
TOMM70-P-S91	TOMM70	S91	P		-0.9382839611598408	0.938283961159842
PLCG1-G	PLCG1		G		2.647263594189E-4	-2.647263594189E-4
CAMSAP3-P-S1074	CAMSAP3	S1074	P		-0.390681247088916	0.390681247088919
PIK3CG-R	PIK3CG		R		0.0594177387430486	-0.059417738743048
EPN3-R	EPN3		R		-0.771577583936775	0.7715775839367729
CRIPT-R	CRIPT		R		-0.547494318565385	0.54749431856539
JUND-G	JUND		G		-0.202836647240219	0.202836647240219
CCDC85A-P-S325	CCDC85A	S325	P		-0.594483483565818	0.594483483565818
AHCTF1-P-S1304	AHCTF1	S1304	P		-0.341729437619259	0.341729437619259
SSX5-R	SSX5		R		0.569647018411702	-0.5696470184117379
KIAA1522-P-S215	KIAA1522	S215	P		0.95514830337238	-0.955148303372382
EXPH5-P-S809	EXPH5	S809	P		-0.745168644170758	0.745168644170758
ZNF205-R	ZNF205		R		-0.706315833881347	0.706315833881347
PATE3-R	PATE3		R		-0.960641408806632	0.9606414088066292
DDAH2-R	DDAH2		R		-0.7365778417720759	0.736577841772081
TPT1-R	TPT1		R		-0.729625643728254	0.7296256437282671
FIBP-G	FIBP		G		-0.347064190335792	0.347064190335792
SLC6A6-G	SLC6A6		G		-0.8868215314446941	0.8868215314446941
PPP5C-G	PPP5C		G		0.656978094097463	-0.656978094097464
SND1-P-S909	SND1	S909	P		0.8483944745033041	-0.8483944745033031
GIPC3-G	GIPC3		G		0.230206156465189	-0.23020615646519
ZNF280C-P-S227	ZNF280C	S227	P		-0.359354258969057	0.3593542589690579
CCL19-R	CCL19		R		0.0267476527595763	-0.0267476527595763
GIPC1-G	GIPC1		G		-0.760604681558385	0.760604681558385
GIPC2-G	GIPC2		G		-0.4248532406204789	0.424853240620478
CD5L-R	CD5L		R		-0.8022186316326121	0.802218631632616
MRPS36-P-S61	MRPS36	S61	P		0.9268905011480872	-0.926890501148086
PLCH1-G	PLCH1		G		-0.93197447614192	0.931974476141923
RAB11FIP5-P-S188	RAB11FIP5	S188	P		0.758279653491153	-0.758279653491154
MIB2-P-S47	MIB2	S47	P		-0.796416425803422	0.7964164258034209
ANK3-P-S850	ANK3	S850	P		0.92276612570658	-0.92276612570658
H1-4-P-S55	H1-4	S55	P		0.947401751908838	-0.947401751908838
SLC6A1-G	SLC6A1		G		0.140857817914518	-0.140857817914518
RLIM-P-S195	RLIM	S195	P		-0.84992014770796	0.84992014770796
CCDC92-R	CCDC92		R		0.332744380118648	-0.332744380118649
CAPN9-R	CAPN9		R		-0.0304029480922111	0.0304029480922111
EPRS1-P-S434	EPRS1	S434	P		0.988380747635393	-0.988380747635393
VAMP3-P-S44	VAMP3	S44	P		-0.282071867044673	0.282071867044674
IMPA1-G	IMPA1		G		-0.9773547130862592	0.9773547130862592
DSP-P-S2606	DSP	S2606	P		0.8483944745033041	-0.8483944745033031
IMPA2-G	IMPA2		G		-0.0404422592480272	0.0404422592480275
DVL3-P-S48	DVL3	S48	P		0.402363374752414	-0.4023633747524129
MAP2-P-T1628	MAP2	T1628	P		-0.654736756793117	0.654736756793117
CEP170-P-S1239	CEP170	S1239	P		0.729073414953913	-0.7290734149539141
TRBV5-3-R	TRBV5-3		R		-0.612019619738209	0.6120196197382061
PI4KB-P-S413	PI4KB	S413	P		-0.8579250412646771	0.857925041264678
SEMA4C-R	SEMA4C		R		0.939676547464024	-0.939676547464023
RBM23-P-S128	RBM23	S128	P		0.92496727294314	-0.924967272943142
PLCB3-G	PLCB3		G		0.392385106416924	-0.392385106416924
AC010325.1-R	AC010325.1		R		-0.2226961036130489	0.2226961036130489
PLCB4-G	PLCB4		G		0.960609239989338	-0.960609239989338
CEPT1-R	CEPT1		R		-0.441116354147731	0.441116354147738
PLCB1-G	PLCB1		G		0.710491553002726	-0.710491553002726
MAP4-P-S609	MAP4	S609	P		0.946241034076803	-0.946241034076802
PLCB2-G	PLCB2		G		0.171915083082894	-0.171915083082895
PHF10-P-S36	PHF10	S36	P		-0.453157629165915	0.453157629165915
MCM10-R	MCM10		R		0.8659636970380551	-0.865963697038054
HSPH1-R	HSPH1		R		-0.932953087181242	0.93295308718122
SETD1A-R	SETD1A		R		0.7541755810974741	-0.7541755810974692
HDX-R	HDX		R		0.612863128425333	-0.612863128425332
TP53BP1-P-S630	TP53BP1	S630	P		-0.7549546690661191	0.7549546690661191
KRTAP24-1-R	KRTAP24-1		R		-0.612019619738209	0.6120196197382061
COBLL1-P-S324	COBLL1	S324	P		-0.985184139377795	0.985184139377795
SEMA5A-R	SEMA5A		R		0.480734007469525	-0.480734007469515
USP39-P-S82	USP39	S82	P		-0.366342474625531	0.3663424746255329
TBC1D4-P-T568	TBC1D4	T568	P		0.745168644170758	-0.745168644170758
PPIG-P-S744	PPIG	S744	P		-0.8781217382911	0.8781217382911
CNNM4-P-S664	CNNM4	S664	P		-0.835250602728271	0.835250602728271
AHNAK-P-S3672	AHNAK	S3672	P		0.98963199169791	-0.98963199169791
CARD8-G	CARD8		G		-0.7955753907834872	0.7955753907834872
AFDN-P-S1736	AFDN	S1736	P		0.8795369743572009	-0.8795369743572009
CARD9-G	CARD9		G		-0.7220805246172459	0.7220805246172459
USE1-R	USE1		R		-0.463413358773012	0.4634133587730129
CARD6-G	CARD6		G		0.9762284517994808	-0.9762284517994828
EFNA2-R	EFNA2		R		0.1484597201496099	-0.1484597201496079
TTC9B-G	TTC9B		G		-0.6811432722288211	0.6811432722288211
TMOD2-R	TMOD2		R		0.202426016913766	-0.202426016913767
TTC9C-G	TTC9C		G		-0.0223686449763198	0.02236864497632
TEX52-R	TEX52		R		0.856562826694771	-0.8565628266947649
HSP90AA1-P-S453	HSP90AA1	S453	P		-0.761054886291807	0.761054886291807
FIG4-G	FIG4		G		0.7878463642155279	-0.7878463642155279
GPRC5C-P-Y432	GPRC5C	Y432	P		-0.9368488330185628	0.936848833018564
LSR-P-S332	LSR	S332	P		-0.7218860564024999	0.721886056402501
LTA4H-R	LTA4H		R		-0.576286383362249	0.576286383362234
EDA2R-R	EDA2R		R		0.0523934753334582	-0.0523934753334591
MRGPRF-R	MRGPRF		R		3.906968143472E-4	-3.906968143472E-4
PLCD3-G	PLCD3		G		0.5690908693455239	-0.569090869345523
PLCD4-G	PLCD4		G		-0.325610804812339	0.325610804812339
PLCD1-G	PLCD1		G		-0.538938304656712	0.538938304656712
PRR33-R	PRR33		R		0.98562758499288	-0.9856275849928848
SHANK3-P-S395	SHANK3	S395	P		0.5893075537855451	-0.589307553785544
YEATS4-G	YEATS4		G		-0.0480724455745951	0.0480724455745951
SERF1A-R	SERF1A		R		-0.792074770365137	0.79207477036514
GCOM1-R	GCOM1		R		0.612019619738209	-0.6120196197382061
IRF6-P-S47	IRF6	S47	P		-0.619541025585301	0.619541025585301
PAGE2-R	PAGE2		R		0.361400661927344	-0.3614006619273421
TMEM209-R	TMEM209		R		-0.207430494931265	0.207430494931262
PRAC2-R	PRAC2		R		0.7631865799324471	-0.763186579932435
MFF-P-S202	MFF	S202	P		-0.940047621115083	0.940047621115083
LMNA-P-S326	LMNA	S326	P		0.986636114080536	-0.986636114080537
HSFY2-R	HSFY2		R		-0.612019619738209	0.6120196197382061
CDK12-P-S291-S293	CDK12	S291|S293	P		-0.952722955772527	0.952722955772528
CCNE1-R	CCNE1		R		0.7841058178999201	-0.784105817899932
GSK3B-P-T403	GSK3B	T403	P		-0.915285799882718	0.915285799882718
CEP70-R	CEP70		R		-0.0046456659640489	0.0046456659640493
NRXN1-R	NRXN1		R		-0.90877837171689	0.908778371716889
ZNHIT1-R	ZNHIT1		R		-0.7088340862962941	0.708834086296313
ZNF649-R	ZNF649		R		0.8721124963386071	-0.872112496338609
STIM1-G	STIM1		G		0.966448095233073	-0.966448095233072
STIM2-G	STIM2		G		0.257374505571154	-0.257374505571153
ELK4-R	ELK4		R		0.9732836255645648	-0.973283625564564
CLIC1-P-S156	CLIC1	S156	P		0.988380747635393	-0.988380747635393
ELAVL1-P-S202	ELAVL1	S202	P		0.891925537519048	-0.891925537519048
DCTPP1-P-S85	DCTPP1	S85	P		-0.570299195924415	0.570299195924415
CSF1R-G	CSF1R		G		0.0847010754025767	-0.0847010754025768
ENO1-P-S79	ENO1	S79	P		0.818677094710454	-0.8186770947104549
PARVA-P-S8	PARVA	S8	P		-0.5213323169263421	0.5213323169263371
AK3-R	AK3		R		-0.269624709437992	0.269624709437974
MUC2-R	MUC2		R		-0.941169542035716	0.941169542035713
STIP1-G	STIP1		G		-0.0024558760561406	0.0024558760561407
BCL9-P-S104	BCL9	S104	P		-0.841675783529986	0.841675783529986
PPIG-P-S173	PPIG	S173	P		-0.8354363673448679	0.8354363673448679
PCDHB14-R	PCDHB14		R		0.363150910508027	-0.363150910508029
OR8D1-R	OR8D1		R		-0.922080991894732	0.92208099189473
RHOH-R	RHOH		R		0.457720851173889	-0.457720851173885
RB1CC1-P-S624	RB1CC1	S624	P		0.7766157086276031	-0.776615708627605
NOL8-P-S365	NOL8	S365	P		-0.8313295120399571	0.831329512039956
APOL3-R	APOL3		R		0.693206329345271	-0.693206329345265
YEATS2-G	YEATS2		G		-0.0445327048383077	0.0445327048383082
SIAE-R	SIAE		R		-0.115165712912954	0.115165712912955
TDRD15-R	TDRD15		R		0.131388660673607	-0.131388660673607
EPS8-R	EPS8		R		0.8849806669607571	-0.8849806669607541
CSNK1G1-P-S361	CSNK1G1	S361	P		0.935861090838281	-0.935861090838282
APOF-P-S323	APOF	S323	P		-0.285692007859794	0.285692007859795
TIMM50-R	TIMM50		R		0.282406522173557	-0.2824065221735589
PPP6C-G	PPP6C		G		0.8590342995454592	-0.8590342995454592
TRDN-R	TRDN		R		0.364596372569249	-0.3645963725692501
KRT14-P-S39	KRT14	S39	P		-0.966699719577222	0.966699719577221
PRRC2A-P-S365	PRRC2A	S365	P		0.959347121066462	-0.959347121066464
EHMT1-R	EHMT1		R		0.9448570231836	-0.944857023183596
PYCR1-R	PYCR1		R		0.343895142071536	-0.343895142071533
FOXK1-P-S420	FOXK1	S420	P		-0.529599631746742	0.529599631746742
TRAF7-P-S94	TRAF7	S94	P		0.994655589506771	-0.994655589506771
ARID2-P-S1300	ARID2	S1300	P		-0.266845863778085	0.266845863778085
IQSEC2-P-S344	IQSEC2	S344	P		0.752017970562706	-0.752017970562706
SORD-G	SORD		G		-0.109889058954067	0.109889058954067
PDE4B-R	PDE4B		R		0.242400610467614	-0.242400610467619
DEFB110-R	DEFB110		R		-0.612019619738209	0.6120196197382061
CDK12-P-S325	CDK12	S325	P		-0.930444880460164	0.930444880460164
ZMYND8-P-S475	ZMYND8	S475	P		-0.5506751315864781	0.5506751315864771
KLHL9-R	KLHL9		R		-0.208238077602212	0.208238077602212
CRYGS-R	CRYGS		R		0.927230072475524	-0.927230072475508
SOS1-G	SOS1		G		0.6422983491062121	-0.642298349106214
SOS2-G	SOS2		G		0.854628876962807	-0.854628876962807
FAM8A1-R	FAM8A1		R		-0.745337640212914	0.7453376402129119
TSC1-P-S515	TSC1	S515	P		-0.960855384380941	0.960855384380941
GOLGA8T-R	GOLGA8T		R		0.316752268877612	-0.31675226887761
WDR37-P-S22	WDR37	S22	P		0.5464023542689601	-0.546402354268961
CBX4-P-S415	CBX4	S415	P		0.499794901987741	-0.499794901987741
ILF3-P-S382	ILF3	S382	P		-0.2768587373437439	0.276858737343745
SP100-P-S410	SP100	S410	P		-0.944037696023317	0.944037696023317
PITPNM1-P-S373	PITPNM1	S373	P		0.908935671933413	-0.908935671933413
SKOR1-G	SKOR1		G		-0.0874820946424273	0.0874820946424272
SKOR2-G	SKOR2		G		-0.423409383015721	0.423409383015721
PLCL1-G	PLCL1		G		-0.362010966700209	0.362010966700209
PLCL2-G	PLCL2		G		-0.135603689050224	0.135603689050224
CBLC-R	CBLC		R		0.891196211722225	-0.8911962117222271
GAPVD1-P-S466	GAPVD1	S466	P		-0.7642640652713301	0.7642640652713301
ABCC4-P-S854	ABCC4	S854	P		-0.9977507503768608	0.9977507503768608
CAST-P-S394	CAST	S394	P		0.7927231043716549	-0.7927231043716549
ABHD14B-R	ABHD14B		R		-0.0372816139238567	0.0372816139238558
OPHN1-R	OPHN1		R		0.74760697071246	-0.747606970712456
DYSF-R	DYSF		R		0.0083436019185201	-0.0083436019185196
NOS3-P-S615	NOS3	S615	P		-0.999555489735956	0.999555489735955
LAS1L-P-S560	LAS1L	S560	P		-0.497156700363812	0.4971567003638089
TTC33-R	TTC33		R		-0.15259206641422	0.152592066414222
DDX60L-G	DDX60L		G		-0.9587530063742	0.9587530063742
ASAP1-R	ASAP1		R		0.4043823606986189	-0.404382360698615
RALBP1-P-S92-S93	RALBP1	S92|S93	P		-0.999853081955664	0.999853081955664
CDPF1-R	CDPF1		R		-0.682817598319314	0.6828175983193149
DCLRE1B-R	DCLRE1B		R		-0.336246072674865	0.336246072674867
EDC4-P-S809	EDC4	S809	P		0.982198054440978	-0.982198054440978
RNF44-R	RNF44		R		0.945200789609736	-0.945200789609736
YTHDF2-P-S394	YTHDF2	S394	P		-0.497400893626356	0.497400893626356
PUM1-P-S124	PUM1	S124	P		-0.936939592117698	0.9369395921176992
AAK1-P-S678	AAK1	S678	P		-0.896182064046713	0.8961820640467142
LAGE3-R	LAGE3		R		-0.9025553078361792	0.902555307836182
SOX9-G	SOX9		G		-0.2195020482338789	0.21950204823388
SOX6-G	SOX6		G		0.621143224149584	-0.621143224149583
SOX5-G	SOX5		G		-0.9556488760714008	0.9556488760714008
HS3ST1-R	HS3ST1		R		0.977169145760818	-0.9771691457608142
ATAD2-P-S1190	ATAD2	S1190	P		0.620240238368522	-0.620240238368522
PTS-P-S19	PTS	S19	P		-0.941881782997732	0.941881782997731
JMJD7-G	JMJD7		G		-0.542839377520418	0.542839377520418
JMJD8-G	JMJD8		G		0.602242216345813	-0.602242216345812
ATP6V1E2-R	ATP6V1E2		R		-0.612019619738209	0.6120196197382061
JMJD6-G	JMJD6		G		-0.961859761688382	0.9618597616883808
TARBP2-R	TARBP2		R		-0.64647190451351	0.6464719045135079
PPP4R3A-P-S728	PPP4R3A	S728	P		-0.536175182295234	0.536175182295235
ATG9A-P-S18	ATG9A	S18	P		-0.822129266004142	0.8221292660041429
TTLL12-G	TTLL12		G		-0.552405445077364	0.5524054450773629
SMCR8-P-S417	SMCR8	S417	P		0.95948959614461	-0.95948959614461
USP17L17-R	USP17L17		R		-0.612019619738209	0.6120196197382061
NCAM2-R	NCAM2		R		0.612019619738209	-0.6120196197382061
IQSEC3-R	IQSEC3		R		-0.6417401601025	0.641740160102505
COBL-P-S741	COBL	S741	P		0.957771684451214	-0.957771684451214
CHTF18-P-S871	CHTF18	S871	P		-0.576096647710188	0.576096647710187
MMP2-R	MMP2		R		1.86508608040849E-9	-1.86508608040842E-9
WAPL-R	WAPL		R		-0.377954348910857	0.377954348910856
ZBTB7C-R	ZBTB7C		R		-0.777754391156495	0.777754391156504
PLXNC1-P-S978	PLXNC1	S978	P		-0.9977507503768608	0.9977507503768608
MT1B-R	MT1B		R		0.7734269476072142	-0.7734269476072378
FIS1-G	FIS1		G		-0.0022555181992602	0.0022555181992602
CEP170B-P-S1044	CEP170B	S1044	P		-0.868244448873152	0.868244448873152
SCRIB-P-S515	SCRIB	S515	P		0.7735347307120091	-0.7735347307120091
NBAS-R	NBAS		R		-0.89487765397195	0.8948776539719521
PSEN2-R	PSEN2		R		-0.419107967204927	0.419107967204932
BCL2L13-P-S444	BCL2L13	S444	P		0.9127971799068132	-0.912797179906812
ZWINT-G	ZWINT		G		-0.312217492770318	0.312217492770318
GCM2-R	GCM2		R		0.5482560272291911	-0.548256027229197
KRTAP9-2-R	KRTAP9-2		R		-0.612019619738209	0.6120196197382061
OCLN-G	OCLN		G		-1.034914965445E-4	1.034914965445E-4
SDR39U1-R	SDR39U1		R		-0.961417629792619	0.9614176297926228
MELK-P-S356	MELK	S356	P		-0.852289263924695	0.852289263924695
PSIP1-R	PSIP1		R		-0.0843054144338245	0.0843054144338291
CC2D1A-G	CC2D1A		G		-0.156707675282847	0.156707675282848
CC2D1B-G	CC2D1B		G		-0.974310881023473	0.974310881023473
ESRP2-R	ESRP2		R		0.974052992404826	-0.97405299240483
ARHGAP25-P-S488	ARHGAP25	S488	P		0.7282670844318571	-0.7282670844318571
EHMT2-P-S232	EHMT2	S232	P		0.988380747635393	-0.988380747635393
TMC2-R	TMC2		R		0.569647018411702	-0.5696470184117379
SHQ1-R	SHQ1		R		-0.0904108307279923	0.0904108307279908
OR51L1-R	OR51L1		R		-0.7435624957949559	0.743562495794961
HNRNPC-P-S233	HNRNPC	S233	P		-0.7822828453765871	0.7822828453765871
ANKRD12-R	ANKRD12		R		-0.306552686432161	0.306552686432157
C9-P-S260	C9	S260	P		0.787205215895663	-0.787205215895663
CCHCR1-G	CCHCR1		G		0.5741418897307371	-0.574141889730736
TOMM70-G	TOMM70		G		-0.0023361633522004	0.0023361633522004
FAT4-P-S4657	FAT4	S4657	P		0.545877212633764	-0.5458772126337651
RAB11FIP5-P-S209	RAB11FIP5	S209	P		0.482656350059915	-0.482656350059915
RANBP2-P-S1573	RANBP2	S1573	P		-0.844967770814629	0.844967770814629
NOP14-R	NOP14		R		-0.485349250818312	0.485349250818307
HSD17B14-R	HSD17B14		R		0.338990950003059	-0.338990950003058
AHNAK-P-S5620	AHNAK	S5620	P		0.539168731870579	-0.539168731870579
DCP1B-P-S511	DCP1B	S511	P		0.87276816689661	-0.87276816689661
KDM5C-P-S301	KDM5C	S301	P		0.933340494040785	-0.933340494040785
PDZD2-P-S491	PDZD2	S491	P		-0.7181920140766659	0.718192014076667
TOMM40-G	TOMM40		G		-0.106481094357071	0.106481094357071
ARSJ-R	ARSJ		R		0.0400075608477313	-0.040007560847731
TMEM52B-R	TMEM52B		R		0.238994759813026	-0.2389947598130269
UBXN6-P-S96	UBXN6	S96	P		-0.958862010753632	0.958862010753633
PGF-R	PGF		R		2.425535168185E-4	-2.425535168185E-4
MRPL19-P-S77	MRPL19	S77	P		0.93852829238222	-0.93852829238222
ZC3H15-P-S351	ZC3H15	S351	P		0.977879302396477	-0.977879302396477
ITGA1-R	ITGA1		R		5.6804093571749706E-6	-5.68040935717471E-6
RALGAPA1-P-S740	RALGAPA1	S740	P		-0.659898188326178	0.6598981883261751
CFAP65-R	CFAP65		R		0.77466870130887	-0.774668701308867
LINC01862-R	LINC01862		R		-0.51686514776812	0.516865147768123
GMIP-P-S425	GMIP	S425	P		-0.939964260654198	0.939964260654198
PKP3-P-S155	PKP3	S155	P		0.7039959658541078	-0.7039959658541078
SRSF3-P-T70	SRSF3	T70	P		-0.68844906222642	0.68844906222642
GLCCI1-P-S30	GLCCI1	S30	P		-0.555888784840295	0.555888784840296
TRDD1-R	TRDD1		R		-0.612019619738209	0.6120196197382061
FCGR1B-R	FCGR1B		R		0.46273341236696	-0.462733412366961
MELK-P-T428	MELK	T428	P		-0.60282699349176	0.60282699349176
PKP1-P-S142	PKP1	S142	P		-0.773177663913389	0.7731776639133879
ICOS-R	ICOS		R		0.179119684899806	-0.179119684899805
CPT1C-R	CPT1C		R		0.0113842040862702	-0.0113842040862704
ZNF841-R	ZNF841		R		0.5300114892501829	-0.530011489250177
GTF2I-P-S210	GTF2I	S210	P		-0.8159988310925259	0.8159988310925259
ZNF354B-R	ZNF354B		R		-0.257784587743891	0.257784587743892
RMDN3-P-S46	RMDN3	S46	P		-0.800831399775465	0.800831399775465
IFT20-R	IFT20		R		0.3644220213833529	-0.3644220213833549
TOMM20-G	TOMM20		G		-0.6647255216423029	0.664725521642305
TOMM22-G	TOMM22		G		-0.0856271331760287	0.0856271331760291
EMSY-P-S208	EMSY	S208	P		0.6109313213927889	-0.6109313213927889
MRPS11-R	MRPS11		R		-0.262746021572058	0.2627460215720619
CAND2-R	CAND2		R		0.969630137847351	-0.9696301378473532
SPTBN1-P-S2138	SPTBN1	S2138	P		-0.925641226326882	0.925641226326882
TOMM34-G	TOMM34		G		-0.0567808456429482	0.0567808456429483
MARK2-R	MARK2		R		-0.990710564774843	0.99071056477484
OCRL-G	OCRL		G		0.3599743376995689	-0.35997433769957
CAMK2G-P-S394	CAMK2G	S394	P		0.9475578925205692	-0.9475578925205692
CD99L2-R	CD99L2		R		0.65199116313877	-0.65199116313877
MANBA-R	MANBA		R		0.814481453665466	-0.8144814536654671
SYTL4-P-S296	SYTL4	S296	P		0.867302378957195	-0.8673023789571941
DNAJC13-R	DNAJC13		R		-0.8130200322649971	0.813020032264988
APBA1-P-T305-S313	APBA1	T305|S313	P		0.8733126880215959	-0.8733126880215959
SRP54-R	SRP54		R		-0.7551662651289879	0.755166265128986
SLC66A2-P-S110	SLC66A2	S110	P		-0.9692774183055178	0.9692774183055178
SBF2-P-S1687	SBF2	S1687	P		-0.8760983692196429	0.8760983692196429
NAP1L1-P-T62	NAP1L1	T62	P		0.797521802657405	-0.797521802657405
ATP2B1-P-S1211	ATP2B1	S1211	P		-0.922087152626443	0.922087152626443
CTNND1-P-Y904	CTNND1	Y904	P		-0.87276816689661	0.87276816689661
NUP214-P-S430	NUP214	S430	P		-0.908526932015182	0.908526932015182
ZNF217-P-S662	ZNF217	S662	P		-0.907431585420211	0.907431585420211
SCG2-R	SCG2		R		7.724793586361E-4	-7.724793586361E-4
TNKS1BP1-P-S1138	TNKS1BP1	S1138	P		0.8048466322419029	-0.8048466322419019
GTF2E1-R	GTF2E1		R		-0.815728014914827	0.8157280149148219
PHF20L1-P-S478	PHF20L1	S478	P		-0.998768628262179	0.998768628262179
RTF1-P-S697	RTF1	S697	P		-0.522624808825571	0.5226248088255699
DPY30-R	DPY30		R		-0.258422114443677	0.258422114443666
NFIA-P-S268	NFIA	S268	P		-0.6445911346694799	0.6445911346694799
LATS1-P-T17	LATS1	T17	P		0.935918850552504	-0.935918850552505
PRKCD-P-Y334	PRKCD	Y334	P		-0.9485535622285972	0.948553562228598
RIPPLY2-R	RIPPLY2		R		0.86671608109161	-0.8667160810916039
TAP1-P-S47	TAP1	S47	P		0.9843135918449972	-0.984313591844996
LRP10-R	LRP10		R		0.45978278541125	-0.459782785411247
PRKCD-P-Y313	PRKCD	Y313	P		0.659036119639057	-0.659036119639057
SCAI-R	SCAI		R		-0.310501484359941	0.310501484359941
TMEM119-P-S131	TMEM119	S131	P		-0.8718091454499641	0.871809145449965
GPRC5B-P-S468	GPRC5B	S468	P		-0.9781756073240992	0.9781756073240992
PLCZ1-G	PLCZ1		G		0.6282146819333521	-0.6282146819333511
TCF12-P-T77	TCF12	T77	P		-0.7023729794135181	0.7023729794135181
FREM2-R	FREM2		R		-0.819862954856091	0.8198629548560891
SPEG-G	SPEG		G		-0.8651096046102751	0.8651096046102751
GOLGB1-P-S676	GOLGB1	S676	P		0.959347121066462	-0.959347121066464
CANX-P-S618	CANX	S618	P		-0.504056608787568	0.504056608787569
GPR173-R	GPR173		R		-0.6120660440269461	0.612066044026945
LGALS3-R	LGALS3		R		-0.702138184623457	0.702138184623467
PDE12-R	PDE12		R		-0.2946754791966	0.294675479196596
PANK4-P-S412	PANK4	S412	P		-0.956434432406632	0.956434432406632
MARK3-P-S469	MARK3	S469	P		-0.629119868129792	0.6291198681297929
TRAPPC10-R	TRAPPC10		R		0.7750980128415601	-0.7750980128415641
SOHLH2-R	SOHLH2		R		0.0633815181763134	-0.0633815181763137
RPL29-P-S158	RPL29	S158	P		-0.9191281503604593	0.919128150360458
NT5C1A-R	NT5C1A		R		0.997496015650708	-0.997496015650702
PLEKHA6-R	PLEKHA6		R		0.8457274861142791	-0.845727486114271
PLIN5-R	PLIN5		R		-0.233610315610078	0.233610315610074
SPG7-G	SPG7		G		-0.0169270612454936	0.0169270612454935
DEFB4A-R	DEFB4A		R		-0.200970808909789	0.200970808909788
KRT26-R	KRT26		R		-0.917885126096808	0.9178851260967952
SMCO2-R	SMCO2		R		0.0033841109490792	-0.0033841109490791
WASHC5-R	WASHC5		R		-0.555680398137031	0.555680398137027
SPEN-G	SPEN		G		-0.0777835473129237	0.0777835473129244
AC138647.1-R	AC138647.1		R		-0.295358304825593	0.295358304825593
VAC14-R	VAC14		R		0.387372735083735	-0.387372735083733
NPY1R-R	NPY1R		R		0.904291180536615	-0.9042911805366172
SPANXB1-R	SPANXB1		R		-0.991492361201184	0.991492361201182
